state,district,year,residualsodiumcarbonate,gdp_Andaman And Nicobar Islands,gdp_Andhra Pradesh,gdp_Arunachal Pradesh,gdp_Assam,gdp_Bihar,gdp_Chandigarh,gdp_Chhattisgarh,gdp_Delhi,gdp_Goa,gdp_Gujarat,gdp_Haryana,gdp_Himachal Pradesh,gdp_Jammu And Kashmir,gdp_Jharkhand,gdp_Karnataka,gdp_Kerala,gdp_Madhya Pradesh,gdp_Maharashtra,gdp_Meghalaya,gdp_Nagaland,gdp_Odisha,gdp_Pondicherry,gdp_Punjab,gdp_Rajasthan,gdp_Telangana,gdp_Tripura,gdp_Uttar Pradesh,gdp_Uttarakhand,gdp_West Bengal
Andhra Pradesh,Krishna,2000,3.9275999,1247.388396,171092.868,4732.599093,76319.46293,110614.8384,7198.312771,60612.54156,126215.9735,13778.24362,187486.13,108123.1615,29339.77702,37710.45956,65731.28053,276258.3865,147974.0131,142623.6374,462181.6751,8197.00221,4584.308822,98181.55447,7081.521016,130869.8139,174260.9951,,7101.884842,351084.109,30799.75717,247972.2633
Andhra Pradesh,Krishna,2004,-4.5349998,1619.520972,215454.7027,6543.768006,91168.98276,123786.1185,10773.89022,85009.82105,164908.8821,17958.36519,272449.3578,147482.6165,37777.56238,44761.01757,90933.65389,332758.3434,194267.4934,166392.1069,599027.635,10228.28739,6158.475154,133986.5968,7499.34147,150374.3301,219623.1495,161790.0416,9868.02291,407921.492,43080.98287,310686.6401
Andhra Pradesh,Krishna,2005,2.6285715,1705.992492,227456.699,6734.071033,93914.59854,120702.7833,11951.67548,86399.67832,181895.737,19456.84251,311996.5449,160805.9553,41021.54886,46834.30436,86858.77274,366993.4895,214150.7366,174775.7442,685815.5489,11028.007,6799.863235,139934.2738,9498.973153,157746.8314,234376.8328,187776.178,10518.45538,431731.0483,49189.05418,330249.354
Andhra Pradesh,Krishna,2006,2.24,2012.727137,251347.1421,7098.091516,98155.9187,141591.8829,13718.04899,102834.7539,204478.7109,21365.08632,338383.4784,179089.4676,44249.15254,49569.35538,88314.32616,405152.1453,231069.2216,190707.9784,780279.6914,11859.02165,7331.007948,157355.6063,9855.548955,174759.67,261962.6382,208478.0616,11424.19791,466023.3283,55116.29837,356170.7914
Andhra Pradesh,Krishna,2007,5.0266666,2219.654041,282692.2057,7949.949532,102351.887,148922.2741,14730.12347,111148.2042,227528.5812,22295.42407,378395.6474,193107.6942,46999.74712,52630.63968,107985.9699,455993.4846,251692.2406,199720.2561,871095.9484,12232.10271,7927.026424,170849.5885,10634.72318,189894.1595,273898.8027,229693.219,12178.10965,495889.8633,64750.72074,383881.2013
Andhra Pradesh,Krishna,2008,6.0666666,2557.824773,289918.0575,8603.642793,108448.3451,171625.4705,15838.25499,118439.1841,255870.0905,24046.9089,394570.3758,207976.1043,49294.6021,55926.46375,103643.836,488433.5425,267167.5889,224970.9801,884778.7477,13804.08389,8430.624493,183688.6257,11610.37096,200421.2722,296930.5963,260994.8059,13463.40499,533571.8096,71643.14296,399354.6414
Andhra Pradesh,Krishna,2009,7.3316669,2887.270275,309549.0583,9317.62297,118440.3321,179834.9466,16659.46124,121728.8046,276906.2527,26318.13559,450323.9227,233961.2316,51967.44709,58635.16896,113916.5553,488554.9251,291324.5256,246296.5722,970265.197,14691.29258,8908.027694,185167.8379,13703.21806,213223.6778,314237.3713,261702.8578,14841.59855,566760.9861,83903.43408,430366.1837
Andhra Pradesh,Krishna,2010,6.3088889,3138.75895,330209.0565,9720.172067,124268.4082,207295.1926,16655.58215,133464.9165,299873.9628,31500.30626,499605.604,249823.4553,56319.52394,61986.66288,130488.9544,538790.6955,309969.0947,259230.1691,1080814.588,16143.05856,9754.567268,196839.6779,14619.81649,226995.4769,361435.8555,307974.0313,15962.03005,612018.7068,92717.08884,456461.661
Andhra Pradesh,Krishna,2011,6.3492308,3403.621748,339995.5242,10229.46,129354.12,228497.4445,16929.97824,142273.4161,314650.0213,38008.54649,532809.4587,271152.4807,60536.24981,65319.12793,137383.47,554952.2023,328021.1229,282371.04,1126594.698,18028.02838,10554.27187,204225.9496,15159.56,239226.9521,395330.9317,325139.34,17419.05,645131.5532,101959.6257,473204.6511
Andhra Pradesh,Krishna,2012,0.0,3557.523694,341335.2232,10398.77,132517.6,236932.5512,18305.19436,148760.304,334193.2963,32452.85048,596658.8337,289756.2205,64518.52068,67315.56271,149526.29,593192.0329,348615.8055,306853.34,1189710.84,18322.88537,11163.01629,216301.0722,15507.37,251812.5938,409802.4908,334204.72,18857.21,673552.1893,109528.4945,492901.1664
Andhra Pradesh,Krishna,2013,5.48,3811.152063,360239.2258,11226.44,138724.76,246914.742,19813.4545,163494.3264,356527.5126,27971.10229,641488.8106,314931.1968,69398.15515,70535.8264,150609.33,646786.9485,364706.7731,322597.6,1267551.27,18396.55072,11923.17526,233121.874,17238.51,267515.21,434292.2193,349592.66,20623.06,707469.1041,117777.5084,503951.5671
Andhra Pradesh,Krishna,2014,-0.067213118,4151.069428,397063.8325,13081.6,146425.387,255738.8122,20353.08549,165354.2083,387638.7395,36041.68146,705628.836,333359.2475,74552.9825,67153.76287,170568.0,671283.498,382134.2555,339246.9,1345341.463,17892.85396,12406.40914,235930.7377,16054.68247,278484.6,465407.7311,372896.74,24406.6,729686.3008,125701.6631,515701.6029
Andhra Pradesh,Krishna,2015,-1.6220409,4483.208993,446996.86,12889.06,167628.666,269199.6011,22058.15927,168878.88,431729.586,41929.4433,774775.2151,372700.245,80562.91566,80602.31028,158231.12,749951.6131,411150.1494,370715.67,1452513.395,18330.23697,12599.69864,253191.6726,17024.66497,294894.8566,501921.5114,416892.3724,23745.31,792048.7594,136143.5115,546988.0509
Andhra Pradesh,Krishna,2017,-3.9618182,5749.685598,526625.9555,13922.63,195262.2821,312605.1365,25289.46,194073.22,487631.1457,47076.84672,946511.1944,434407.1727,93524.97568,87590.6829,191573.07,915641.8926,473181.7898,441956.43,1661065.007,19963.68498,14177.79499,316191.8905,20024.15779,335056.7857,557618.207,498145.46,29505.18,922457.5125,162204.7861,623786.822
Andhra Pradesh,Krishna,2018,-5.5772882,6107.629334,558861.6852,14897.1,204627.0585,345545.4511,26654.15,209210.74,506332.4745,47424.52703,1034399.01,470327.6432,99217.82697,93071.8218,208701.46,974815.3001,510786.9336,482361.02,1728577.953,20967.94975,15054.70294,338339.411,23467.7812,353942.4692,568101.883,544440.5948,32703.15,949184.454,166518.8079,659287.8942
Andhra Pradesh,Kurnool,2002,0.0,1411.12673,182922.1476,5227.35743,83032.67367,117457.1421,8816.838408,67927.66145,141114.476,15182.91041,220397.2333,123614.6773,32337.46951,40393.03159,72227.24588,296352.7164,166735.0923,144856.4718,511507.164,9004.246436,5619.233061,103410.2357,8311.413017,134832.8664,170786.1681,,8615.011416,369038.1837,35281.90272,275199.4806
Andhra Pradesh,Kurnool,2003,0.0,1559.97976,200842.5423,5795.74052,88141.41076,109882.9861,9775.153795,80688.48171,148804.6382,16222.72868,257104.4366,135775.0939,34503.32999,42468.63783,77692.73172,302124.2662,177541.0599,161105.9514,551012.7797,9564.766167,5876.086537,118510.6459,8684.237422,143252.0224,225127.9942,,9120.377855,388468.8675,38072.53404,291369.4649
Andhra Pradesh,Kurnool,2004,-2.1400001,1619.520972,215454.7027,6543.768006,91168.98276,123786.1185,10773.89022,85009.82105,164908.8821,17958.36519,272449.3578,147482.6165,37777.56238,44761.01757,90933.65389,332758.3434,194267.4934,166392.1069,599027.635,10228.28739,6158.475154,133986.5968,7499.34147,150374.3301,219623.1495,161790.0416,9868.02291,407921.492,43080.98287,310686.6401
Andhra Pradesh,Kurnool,2005,6.3899999,1705.992492,227456.699,6734.071033,93914.59854,120702.7833,11951.67548,86399.67832,181895.737,19456.84251,311996.5449,160805.9553,41021.54886,46834.30436,86858.77274,366993.4895,214150.7366,174775.7442,685815.5489,11028.007,6799.863235,139934.2738,9498.973153,157746.8314,234376.8328,187776.178,10518.45538,431731.0483,49189.05418,330249.354
Andhra Pradesh,Kurnool,2006,7.9066663,2012.727137,251347.1421,7098.091516,98155.9187,141591.8829,13718.04899,102834.7539,204478.7109,21365.08632,338383.4784,179089.4676,44249.15254,49569.35538,88314.32616,405152.1453,231069.2216,190707.9784,780279.6914,11859.02165,7331.007948,157355.6063,9855.548955,174759.67,261962.6382,208478.0616,11424.19791,466023.3283,55116.29837,356170.7914
Andhra Pradesh,Kurnool,2007,6.7342854,2219.654041,282692.2057,7949.949532,102351.887,148922.2741,14730.12347,111148.2042,227528.5812,22295.42407,378395.6474,193107.6942,46999.74712,52630.63968,107985.9699,455993.4846,251692.2406,199720.2561,871095.9484,12232.10271,7927.026424,170849.5885,10634.72318,189894.1595,273898.8027,229693.219,12178.10965,495889.8633,64750.72074,383881.2013
Andhra Pradesh,Kurnool,2008,5.2249999,2557.824773,289918.0575,8603.642793,108448.3451,171625.4705,15838.25499,118439.1841,255870.0905,24046.9089,394570.3758,207976.1043,49294.6021,55926.46375,103643.836,488433.5425,267167.5889,224970.9801,884778.7477,13804.08389,8430.624493,183688.6257,11610.37096,200421.2722,296930.5963,260994.8059,13463.40499,533571.8096,71643.14296,399354.6414
Andhra Pradesh,Kurnool,2009,7.5685716,2887.270275,309549.0583,9317.62297,118440.3321,179834.9466,16659.46124,121728.8046,276906.2527,26318.13559,450323.9227,233961.2316,51967.44709,58635.16896,113916.5553,488554.9251,291324.5256,246296.5722,970265.197,14691.29258,8908.027694,185167.8379,13703.21806,213223.6778,314237.3713,261702.8578,14841.59855,566760.9861,83903.43408,430366.1837
Andhra Pradesh,Kurnool,2010,4.6824999,3138.75895,330209.0565,9720.172067,124268.4082,207295.1926,16655.58215,133464.9165,299873.9628,31500.30626,499605.604,249823.4553,56319.52394,61986.66288,130488.9544,538790.6955,309969.0947,259230.1691,1080814.588,16143.05856,9754.567268,196839.6779,14619.81649,226995.4769,361435.8555,307974.0313,15962.03005,612018.7068,92717.08884,456461.661
Andhra Pradesh,Kurnool,2011,7.4885716,3403.621748,339995.5242,10229.46,129354.12,228497.4445,16929.97824,142273.4161,314650.0213,38008.54649,532809.4587,271152.4807,60536.24981,65319.12793,137383.47,554952.2023,328021.1229,282371.04,1126594.698,18028.02838,10554.27187,204225.9496,15159.56,239226.9521,395330.9317,325139.34,17419.05,645131.5532,101959.6257,473204.6511
Andhra Pradesh,Kurnool,2012,0.0,3557.523694,341335.2232,10398.77,132517.6,236932.5512,18305.19436,148760.304,334193.2963,32452.85048,596658.8337,289756.2205,64518.52068,67315.56271,149526.29,593192.0329,348615.8055,306853.34,1189710.84,18322.88537,11163.01629,216301.0722,15507.37,251812.5938,409802.4908,334204.72,18857.21,673552.1893,109528.4945,492901.1664
Andhra Pradesh,Kurnool,2013,4.5511112,3811.152063,360239.2258,11226.44,138724.76,246914.742,19813.4545,163494.3264,356527.5126,27971.10229,641488.8106,314931.1968,69398.15515,70535.8264,150609.33,646786.9485,364706.7731,322597.6,1267551.27,18396.55072,11923.17526,233121.874,17238.51,267515.21,434292.2193,349592.66,20623.06,707469.1041,117777.5084,503951.5671
Andhra Pradesh,Kurnool,2014,-6.8872728,4151.069428,397063.8325,13081.6,146425.387,255738.8122,20353.08549,165354.2083,387638.7395,36041.68146,705628.836,333359.2475,74552.9825,67153.76287,170568.0,671283.498,382134.2555,339246.9,1345341.463,17892.85396,12406.40914,235930.7377,16054.68247,278484.6,465407.7311,372896.74,24406.6,729686.3008,125701.6631,515701.6029
Andhra Pradesh,Kurnool,2015,-11.776875,4483.208993,446996.86,12889.06,167628.666,269199.6011,22058.15927,168878.88,431729.586,41929.4433,774775.2151,372700.245,80562.91566,80602.31028,158231.12,749951.6131,411150.1494,370715.67,1452513.395,18330.23697,12599.69864,253191.6726,17024.66497,294894.8566,501921.5114,416892.3724,23745.31,792048.7594,136143.5115,546988.0509
Andhra Pradesh,Kurnool,2017,-6.0593333,5749.685598,526625.9555,13922.63,195262.2821,312605.1365,25289.46,194073.22,487631.1457,47076.84672,946511.1944,434407.1727,93524.97568,87590.6829,191573.07,915641.8926,473181.7898,441956.43,1661065.007,19963.68498,14177.79499,316191.8905,20024.15779,335056.7857,557618.207,498145.46,29505.18,922457.5125,162204.7861,623786.822
Andhra Pradesh,Kurnool,2018,-12.152632,6107.629334,558861.6852,14897.1,204627.0585,345545.4511,26654.15,209210.74,506332.4745,47424.52703,1034399.01,470327.6432,99217.82697,93071.8218,208701.46,974815.3001,510786.9336,482361.02,1728577.953,20967.94975,15054.70294,338339.411,23467.7812,353942.4692,568101.883,544440.5948,32703.15,949184.454,166518.8079,659287.8942
Andhra Pradesh,Prakasam,2000,12.157647,1247.388396,171092.868,4732.599093,76319.46293,110614.8384,7198.312771,60612.54156,126215.9735,13778.24362,187486.13,108123.1615,29339.77702,37710.45956,65731.28053,276258.3865,147974.0131,142623.6374,462181.6751,8197.00221,4584.308822,98181.55447,7081.521016,130869.8139,174260.9951,,7101.884842,351084.109,30799.75717,247972.2633
Andhra Pradesh,Prakasam,2004,2.8608,1619.520972,215454.7027,6543.768006,91168.98276,123786.1185,10773.89022,85009.82105,164908.8821,17958.36519,272449.3578,147482.6165,37777.56238,44761.01757,90933.65389,332758.3434,194267.4934,166392.1069,599027.635,10228.28739,6158.475154,133986.5968,7499.34147,150374.3301,219623.1495,161790.0416,9868.02291,407921.492,43080.98287,310686.6401
Andhra Pradesh,Prakasam,2005,8.3246155,1705.992492,227456.699,6734.071033,93914.59854,120702.7833,11951.67548,86399.67832,181895.737,19456.84251,311996.5449,160805.9553,41021.54886,46834.30436,86858.77274,366993.4895,214150.7366,174775.7442,685815.5489,11028.007,6799.863235,139934.2738,9498.973153,157746.8314,234376.8328,187776.178,10518.45538,431731.0483,49189.05418,330249.354
Andhra Pradesh,Prakasam,2006,7.4039998,2012.727137,251347.1421,7098.091516,98155.9187,141591.8829,13718.04899,102834.7539,204478.7109,21365.08632,338383.4784,179089.4676,44249.15254,49569.35538,88314.32616,405152.1453,231069.2216,190707.9784,780279.6914,11859.02165,7331.007948,157355.6063,9855.548955,174759.67,261962.6382,208478.0616,11424.19791,466023.3283,55116.29837,356170.7914
Andhra Pradesh,Prakasam,2007,8.59375,2219.654041,282692.2057,7949.949532,102351.887,148922.2741,14730.12347,111148.2042,227528.5812,22295.42407,378395.6474,193107.6942,46999.74712,52630.63968,107985.9699,455993.4846,251692.2406,199720.2561,871095.9484,12232.10271,7927.026424,170849.5885,10634.72318,189894.1595,273898.8027,229693.219,12178.10965,495889.8633,64750.72074,383881.2013
Andhra Pradesh,Prakasam,2008,6.105,2557.824773,289918.0575,8603.642793,108448.3451,171625.4705,15838.25499,118439.1841,255870.0905,24046.9089,394570.3758,207976.1043,49294.6021,55926.46375,103643.836,488433.5425,267167.5889,224970.9801,884778.7477,13804.08389,8430.624493,183688.6257,11610.37096,200421.2722,296930.5963,260994.8059,13463.40499,533571.8096,71643.14296,399354.6414
Andhra Pradesh,Prakasam,2009,7.0,2887.270275,309549.0583,9317.62297,118440.3321,179834.9466,16659.46124,121728.8046,276906.2527,26318.13559,450323.9227,233961.2316,51967.44709,58635.16896,113916.5553,488554.9251,291324.5256,246296.5722,970265.197,14691.29258,8908.027694,185167.8379,13703.21806,213223.6778,314237.3713,261702.8578,14841.59855,566760.9861,83903.43408,430366.1837
Andhra Pradesh,Prakasam,2010,5.6040001,3138.75895,330209.0565,9720.172067,124268.4082,207295.1926,16655.58215,133464.9165,299873.9628,31500.30626,499605.604,249823.4553,56319.52394,61986.66288,130488.9544,538790.6955,309969.0947,259230.1691,1080814.588,16143.05856,9754.567268,196839.6779,14619.81649,226995.4769,361435.8555,307974.0313,15962.03005,612018.7068,92717.08884,456461.661
Andhra Pradesh,Prakasam,2011,9.1023531,3403.621748,339995.5242,10229.46,129354.12,228497.4445,16929.97824,142273.4161,314650.0213,38008.54649,532809.4587,271152.4807,60536.24981,65319.12793,137383.47,554952.2023,328021.1229,282371.04,1126594.698,18028.02838,10554.27187,204225.9496,15159.56,239226.9521,395330.9317,325139.34,17419.05,645131.5532,101959.6257,473204.6511
Andhra Pradesh,Prakasam,2012,0.0,3557.523694,341335.2232,10398.77,132517.6,236932.5512,18305.19436,148760.304,334193.2963,32452.85048,596658.8337,289756.2205,64518.52068,67315.56271,149526.29,593192.0329,348615.8055,306853.34,1189710.84,18322.88537,11163.01629,216301.0722,15507.37,251812.5938,409802.4908,334204.72,18857.21,673552.1893,109528.4945,492901.1664
Andhra Pradesh,Prakasam,2013,5.4859257,3811.152063,360239.2258,11226.44,138724.76,246914.742,19813.4545,163494.3264,356527.5126,27971.10229,641488.8106,314931.1968,69398.15515,70535.8264,150609.33,646786.9485,364706.7731,322597.6,1267551.27,18396.55072,11923.17526,233121.874,17238.51,267515.21,434292.2193,349592.66,20623.06,707469.1041,117777.5084,503951.5671
Andhra Pradesh,Prakasam,2014,-1.4613794,4151.069428,397063.8325,13081.6,146425.387,255738.8122,20353.08549,165354.2083,387638.7395,36041.68146,705628.836,333359.2475,74552.9825,67153.76287,170568.0,671283.498,382134.2555,339246.9,1345341.463,17892.85396,12406.40914,235930.7377,16054.68247,278484.6,465407.7311,372896.74,24406.6,729686.3008,125701.6631,515701.6029
Andhra Pradesh,Prakasam,2015,-7.3046155,4483.208993,446996.86,12889.06,167628.666,269199.6011,22058.15927,168878.88,431729.586,41929.4433,774775.2151,372700.245,80562.91566,80602.31028,158231.12,749951.6131,411150.1494,370715.67,1452513.395,18330.23697,12599.69864,253191.6726,17024.66497,294894.8566,501921.5114,416892.3724,23745.31,792048.7594,136143.5115,546988.0509
Andhra Pradesh,Prakasam,2017,-1.8666667,5749.685598,526625.9555,13922.63,195262.2821,312605.1365,25289.46,194073.22,487631.1457,47076.84672,946511.1944,434407.1727,93524.97568,87590.6829,191573.07,915641.8926,473181.7898,441956.43,1661065.007,19963.68498,14177.79499,316191.8905,20024.15779,335056.7857,557618.207,498145.46,29505.18,922457.5125,162204.7861,623786.822
Andhra Pradesh,Prakasam,2018,-7.0976,6107.629334,558861.6852,14897.1,204627.0585,345545.4511,26654.15,209210.74,506332.4745,47424.52703,1034399.01,470327.6432,99217.82697,93071.8218,208701.46,974815.3001,510786.9336,482361.02,1728577.953,20967.94975,15054.70294,338339.411,23467.7812,353942.4692,568101.883,544440.5948,32703.15,949184.454,166518.8079,659287.8942
Andhra Pradesh,Sri Potti Sriramulu Nellore,2000,5.8688002,1247.388396,171092.868,4732.599093,76319.46293,110614.8384,7198.312771,60612.54156,126215.9735,13778.24362,187486.13,108123.1615,29339.77702,37710.45956,65731.28053,276258.3865,147974.0131,142623.6374,462181.6751,8197.00221,4584.308822,98181.55447,7081.521016,130869.8139,174260.9951,,7101.884842,351084.109,30799.75717,247972.2633
Andhra Pradesh,Sri Potti Sriramulu Nellore,2003,0.0,1559.97976,200842.5423,5795.74052,88141.41076,109882.9861,9775.153795,80688.48171,148804.6382,16222.72868,257104.4366,135775.0939,34503.32999,42468.63783,77692.73172,302124.2662,177541.0599,161105.9514,551012.7797,9564.766167,5876.086537,118510.6459,8684.237422,143252.0224,225127.9942,,9120.377855,388468.8675,38072.53404,291369.4649
Andhra Pradesh,Sri Potti Sriramulu Nellore,2004,-5.7200003,1619.520972,215454.7027,6543.768006,91168.98276,123786.1185,10773.89022,85009.82105,164908.8821,17958.36519,272449.3578,147482.6165,37777.56238,44761.01757,90933.65389,332758.3434,194267.4934,166392.1069,599027.635,10228.28739,6158.475154,133986.5968,7499.34147,150374.3301,219623.1495,161790.0416,9868.02291,407921.492,43080.98287,310686.6401
Andhra Pradesh,Sri Potti Sriramulu Nellore,2005,3.0733335,1705.992492,227456.699,6734.071033,93914.59854,120702.7833,11951.67548,86399.67832,181895.737,19456.84251,311996.5449,160805.9553,41021.54886,46834.30436,86858.77274,366993.4895,214150.7366,174775.7442,685815.5489,11028.007,6799.863235,139934.2738,9498.973153,157746.8314,234376.8328,187776.178,10518.45538,431731.0483,49189.05418,330249.354
Andhra Pradesh,Sri Potti Sriramulu Nellore,2006,4.1290908,2012.727137,251347.1421,7098.091516,98155.9187,141591.8829,13718.04899,102834.7539,204478.7109,21365.08632,338383.4784,179089.4676,44249.15254,49569.35538,88314.32616,405152.1453,231069.2216,190707.9784,780279.6914,11859.02165,7331.007948,157355.6063,9855.548955,174759.67,261962.6382,208478.0616,11424.19791,466023.3283,55116.29837,356170.7914
Andhra Pradesh,Sri Potti Sriramulu Nellore,2007,6.4371428,2219.654041,282692.2057,7949.949532,102351.887,148922.2741,14730.12347,111148.2042,227528.5812,22295.42407,378395.6474,193107.6942,46999.74712,52630.63968,107985.9699,455993.4846,251692.2406,199720.2561,871095.9484,12232.10271,7927.026424,170849.5885,10634.72318,189894.1595,273898.8027,229693.219,12178.10965,495889.8633,64750.72074,383881.2013
